item_id,order_id,product_id,quantity,unit_price,discount_percent
138,45,128,5,3469.17,31.36
139,45,267,2,3090.79,100.0
140,45,251,4,2650.86,35.17
141,45,190,1,1313.77,26.91
142,46,220,2,1020.92,9.74
143,47,22,2,399.5,37.39
144,47,183,2,3869.21,49.32
145,47,113,1,2987.48,100.0
146,47,15,5,1602.09,17.76
147,47,272,2,3651.25,41.35
148,1500,221,1,2234.51,18.84
149,48,8,3,2257.27,22.7
150,48,236,5,758.48,12.32
151,49,148,5,2888.32,19.19
152,49,108,3,1670.31,11.01
153,50,245,1,4322.89,30.45
154,50,131,2,1480.02,16.43
155,50,92,5,4856.53,42.59
156,50,262,4,4032.68,35.15
157,51,43,4,248.89,42.0
158,52,55,5,4107.35,33.67
159,53,294,2,4758.43,100.0
160,53,144,4,2828.04,43.21
161,53,199,5,399.28,44.02
162,54,298,4,4053.04,13.79
163,54,152,3,1403.14,37.01
164,55,71,4,4680.56,45.34
165,55,33,1,412.87,13.39
166,55,259,2,4858.14,22.28
167,55,119,4,2339.45,19.35
168,56,59,1,3538.67,9.12
169,57,43,3,2849.27,28.0
170,57,125,5,1144.73,29.76
171,57,193,1,3073.88,20.2
172,58,82,1,3765.47,30.66
173,58,226,1,388.94,7.78
174,58,177,1,4186.84,30.91
175,58,98,5,3455.66,19.24
176,58,218,4,1993.55,32.31
177,59,108,5,869.91,45.4
178,59,94,1,2644.67,35.78
179,59,103,1,582.35,41.54
180,59,72,4,684.84,29.29
181,60,184,5,4195.51,45.99
182,60,54,4,1767.17,9.13
183,60,113,5,4551.85,46.62
184,61,230,4,2077.08,43.53
185,61,130,4,1659.33,35.65
186,61,178,3,4451.36,28.73
187,61,213,1,2483.65,5.0
188,61,40,4,1244.68,35.81
189,62,43,4,3361.2,48.64
190,62,116,1,2916.18,46.52
191,62,177,3,258.42,34.91
192,63,260,4,4952.01,21.8
193,63,32,4,3878.58,33.4
194,63,37,3,752.89,6.69
195,63,5,4,3058.63,2.12
196,64,192,5,3262.87,18.62
197,64,205,2,3335.95,44.61
198,64,161,1,2885.95,21.83
199,64,1,3,2273.64,32.32
200,64,23,1,2322.07,27.8
201,65,282,4,4467.87,38.48
202,66,141,2,4666.75,7.66
203,66,212,5,1056.66,26.0
204,67,121,5,4805.31,41.13
205,68,160,3,925.33,31.27
206,69,213,2,667.89,37.86
207,69,76,1,4704.21,36.99
208,70,110,4,2392.08,33.78
209,70,93,5,1808.94,11.27
210,70,198,3,4442.1,10.34
211,71,212,5,4859.34,4.9
212,72,24,4,4906.29,34.69
213,72,215,3,3752.03,19.42
214,72,247,4,457.62,7.61
215,72,211,2,2619.8,7.39
216,72,14,5,2937.57,17.45
217,73,193,1,2160.06,36.63
218,73,78,1,1092.84,5.5
219,73,300,5,2044.52,9.96
220,73,289,5,3555.48,1.5
221,73,186,4,4256.37,44.93
222,74,170,5,1640.34,22.69
223,74,238,2,4230.39,15.28
224,74,198,3,2548.32,25.56
225,74,91,1,3507.14,45.37
226,75,287,4,2542.68,35.18
227,75,245,1,3471.7,47.19
228,75,24,2,4587.97,6.04
229,75,274,5,3988.75,40.72
230,75,60,1,4477.02,23.04
231,76,123,2,1395.13,42.69
232,77,270,1,1623.62,38.86
233,77,101,1,2196.59,39.25
234,77,254,5,3763.41,47.92
235,78,2,4,3307.45,16.62
236,79,254,5,1391.62,26.69
237,79,29,4,2257.44,1.86
238,79,240,1,4732.78,4.56
239,79,134,2,2426.56,22.0
240,79,161,1,4056.16,36.76
241,80,205,2,341.46,22.93
242,80,140,2,2736.6,30.19
243,80,287,4,1677.11,37.21
244,80,24,4,2383.98,22.07
245,80,174,1,2136.64,11.84
246,81,127,1,2994.37,48.11
247,81,144,3,3545.11,24.68
248,81,214,4,2172.09,33.86
249,81,17,4,3489.68,21.79
250,82,65,2,1483.68,15.84
251,83,74,5,3730.35,34.22
252,83,201,4,4313.81,30.48
253,83,81,1,4547.35,10.75
254,83,15,1,2559.23,4.03
255,83,96,4,279.18,33.42
256,84,83,3,2028.9,41.22
257,84,135,1,3828.4,28.89
258,84,83,1,2406.63,43.04
259,85,80,4,1392.42,15.98
260,85,57,2,2530.2,3.66
261,86,234,2,274.85,26.33
262,86,98,5,4120.59,32.94
263,86,159,2,292.12,31.73
264,86,9,2,3697.78,27.37
265,87,5,3,1736.45,46.9
266,88,126,5,2148.53,44.11
267,88,76,2,2910.99,0.53
268,89,193,2,3419.12,8.02
269,90,9,2,1469.51,26.6
270,90,199,4,3362.25,40.6
271,90,241,2,2347.88,1.97
272,90,164,1,764.63,47.27
273,91,253,3,4052.49,44.43
274,91,269,4,3049.4,45.87
275,91,187,2,1686.88,27.45
276,92,117,1,3166.56,27.72
277,93,49,4,935.67,29.74
278,93,12,5,3757.26,46.99
279,93,50,5,1478.81,39.63
280,93,242,5,3925.81,12.19
281,94,77,4,4954.06,33.6
282,94,154,1,4345.09,41.83
283,94,37,1,1225.89,8.74
284,95,200,1,1005.0,28.17
285,95,208,1,2126.96,23.5
286,95,25,2,2985.64,40.39
287,95,234,1,1002.28,0.42
288,95,284,4,4170.95,16.29
289,96,137,1,4006.78,42.34
290,97,167,2,4421.51,42.64
291,97,144,2,350.28,29.14
292,97,217,1,2342.26,26.72
293,98,234,3,4957.88,20.84
294,98,162,4,2738.67,18.05
295,98,204,5,4070.33,12.91
296,98,34,5,429.38,20.27
297,98,50,2,4524.62,23.28
298,99,11,1,2017.12,44.42
299,99,106,1,366.17,4.76
300,99,165,5,1214.04,46.71
301,100,63,5,1329.47,11.77
302,100,11,2,3065.42,12.16
303,100,258,5,1493.65,24.3
304,100,84,2,1371.41,28.53
305,100,198,2,1286.73,0.43
306,101,124,1,3923.29,11.15
307,101,281,4,3804.38,6.52
308,101,15,3,1649.87,8.54
309,101,211,1,583.11,1.93
310,101,93,4,986.62,30.14
311,102,142,1,3024.92,44.4
312,102,26,2,1163.2,12.2
313,102,159,4,1732.64,15.24
314,102,291,4,4965.93,33.9
315,103,172,2,3815.72,16.48
316,103,66,2,3620.42,30.47
317,103,42,2,1991.44,29.04
318,103,17,2,1011.82,42.4
319,104,90,2,1080.39,8.8
320,104,110,2,3229.69,3.92
321,104,265,5,1533.59,13.95
322,104,161,4,1185.96,28.07
323,104,7,2,1340.92,26.89
324,105,219,2,1005.44,4.89
325,105,46,4,2916.18,25.01
326,106,284,2,765.71,29.03
327,106,134,5,1279.44,11.94
328,106,106,4,1620.8,18.71
329,107,55,3,459.98,100.0
330,107,20,5,1054.73,27.58
331,107,95,5,4650.15,9.16
332,108,11,5,1874.61,37.75
333,109,98,4,3465.46,32.1
334,110,228,1,923.79,25.45
335,110,92,3,4937.23,0.8
336,110,67,2,4652.06,32.96
337,110,46,1,1940.02,12.44
338,111,143,5,2284.86,17.05
339,111,18,5,3399.98,11.49
340,111,273,3,1424.9,22.44
341,112,161,2,3635.8,28.25
342,112,197,2,4302.42,41.76
343,112,79,3,2723.53,16.24
344,113,114,4,1594.71,18.79
345,113,226,3,3098.25,10.48
346,114,294,3,3599.59,0.63
347,114,124,5,1691.24,41.36
348,114,199,1,2914.48,6.54
349,115,58,2,2086.25,3.69
350,115,193,1,3268.22,4.14
351,115,48,3,415.02,12.57
352,116,287,3,2166.78,1.62
353,116,89,2,359.95,15.98
354,116,284,5,753.96,26.46
355,116,298,2,3733.06,9.34
356,117,201,4,2779.66,11.66
357,117,181,5,2523.47,38.52
358,117,263,2,1109.93,19.47
359,117,126,3,1031.36,40.24
360,117,235,3,3997.13,41.58
361,118,111,5,1226.29,14.5
362,118,33,1,3787.88,47.79
363,119,26,1,240.45,19.27
364,119,13,5,717.91,19.39
365,119,253,4,282.43,6.42
366,119,237,5,2506.38,49.35
367,119,95,2,3289.78,5.98
368,120,23,1,3463.26,31.41
369,120,175,2,1579.43,31.0
370,120,17,1,302.93,22.68
371,120,137,4,933.79,36.52
372,121,130,3,2850.22,16.6
373,121,161,2,3702.27,14.75
374,121,295,2,773.62,31.82
375,122,92,3,3329.61,25.28
376,122,25,1,1363.34,48.66
377,122,100,2,4534.27,18.7
378,122,107,4,4018.51,42.7
379,1500,4,4,662.95,40.34
380,123,226,4,1854.68,42.62
381,124,100,2,1384.01,16.61
382,124,91,3,2207.12,37.03
383,124,43,1,3129.45,29.69
384,124,257,3,4733.48,35.98
385,124,2,1,204.91,17.35
386,125,169,2,491.73,7.13
387,125,47,3,2644.91,0.51
388,125,49,5,1228.69,35.29
389,125,72,5,3422.81,27.66
390,126,267,5,1865.44,27.11
391,126,175,2,2211.13,19.53
392,126,172,5,1602.67,13.43
393,126,188,2,1941.45,23.19
394,127,206,5,4581.48,26.87
395,127,209,2,420.54,19.67
396,128,44,5,3218.65,47.25
397,128,141,2,1114.05,17.3
398,128,41,2,2111.72,3.72
399,128,120,2,754.19,10.37
400,128,41,1,2679.0,3.6
401,129,217,1,2363.06,32.65
402,129,10,4,1544.55,2.02
403,129,49,3,2204.26,37.34
404,129,62,1,970.53,9.32
405,130,40,5,1575.38,16.33
406,130,253,5,4174.57,47.69
407,130,278,5,638.22,26.04
408,131,237,5,1032.8,9.89
409,131,137,2,2551.83,29.39
410,131,111,3,1982.49,35.62
411,131,96,5,4713.45,48.01
412,131,13,4,2899.85,29.47
413,132,75,4,1321.33,10.66
414,132,47,4,3806.64,29.07
415,132,67,2,2875.64,40.24
416,133,207,3,3393.58,3.92
417,133,2,4,255.17,30.81
418,133,30,5,1804.46,9.97
419,134,12,2,4297.69,29.25
420,134,137,2,2833.47,0.89
421,134,203,2,4759.28,3.59
422,134,233,3,1105.54,20.0
423,134,240,3,2416.13,42.84
424,135,246,5,1136.64,36.12
425,136,174,1,3215.04,23.51
426,137,233,5,2714.59,31.87
427,138,230,5,1712.67,42.01
428,138,172,1,2048.5,18.84
429,138,101,3,389.81,12.2
430,138,173,2,2960.73,26.59
431,139,170,3,3511.07,14.92
432,139,217,2,2592.73,42.2
433,140,218,4,2720.94,28.59
434,140,24,3,1172.1,9.2
435,140,189,1,813.48,22.04
436,141,255,1,1724.34,44.32
437,142,4,3,4208.67,19.86
438,142,9,5,2898.19,20.97
439,142,55,1,936.33,49.96
440,143,58,4,2759.49,16.47
441,143,127,3,3106.7,11.89
442,144,224,2,4521.13,7.51
443,144,12,2,1765.7,15.01
444,145,235,3,1457.88,41.16
445,146,1,2,264.78,31.87
446,146,276,1,1236.24,2.57
447,146,255,1,4190.16,18.07
448,146,175,1,3560.11,47.9
449,146,195,2,2843.46,33.47
450,147,248,1,4278.1,2.49
451,147,77,4,2669.31,3.85
452,147,38,5,3798.35,25.87
453,148,96,4,1790.19,45.83
454,149,258,2,3449.23,9.27
455,149,207,2,3239.34,1.5
456,149,107,5,2588.51,12.32
457,150,139,2,4560.21,2.52
458,150,51,2,4252.14,20.69
459,151,204,2,241.61,1.4
460,152,57,3,212.58,26.49
461,152,50,4,4937.3,7.86
462,153,282,5,3683.71,1.9
463,153,25,1,1126.53,9.53
464,154,226,4,977.55,1.46
465,154,143,2,4700.05,8.6
466,1500,102,4,3160.71,12.67
467,154,108,4,540.59,42.41
468,155,293,3,1841.09,15.88
469,155,206,2,4676.64,21.5
470,155,98,2,4588.13,26.52
471,155,40,2,1315.1,31.43
472,155,28,1,455.23,33.07
473,156,215,5,495.54,100.0
474,156,260,5,1567.46,3.68
475,156,51,4,4932.91,16.82
476,156,59,4,3577.02,12.09
477,157,34,4,1394.79,34.75
478,157,227,5,1993.7,41.9
479,157,129,3,3935.56,24.42
480,158,62,1,3549.08,7.79
481,158,163,5,2326.1,27.86
482,158,46,3,575.6,27.77
483,158,130,2,660.61,28.99
484,158,273,3,3913.24,4.7
485,159,120,2,919.65,27.0
486,159,89,1,4268.5,3.38
487,159,204,1,2985.61,18.12
488,159,166,3,348.86,44.59
489,159,264,5,1189.77,11.48
490,160,8,3,4829.37,14.38
491,160,181,5,3185.53,17.24
492,160,226,5,3817.05,0.38
493,161,84,4,2185.29,4.22
494,161,3,2,732.32,8.37
495,162,249,5,2287.17,28.8
496,162,55,2,943.93,23.33
497,163,12,2,613.54,47.94
498,164,45,5,506.73,41.17
499,164,281,5,4186.61,19.49
500,165,110,3,2869.35,7.32
501,165,219,5,3358.01,16.07
502,165,4,3,3375.72,36.43
503,165,177,3,4714.81,33.79
504,165,97,1,3102.1,29.78
505,166,51,2,3639.81,32.86
506,167,157,3,2400.02,17.79
507,167,220,2,3733.72,10.72
508,167,250,2,1967.49,21.56
509,167,204,1,3766.22,22.45
510,167,120,4,2971.75,12.95
511,168,57,5,1797.07,33.77
512,1500,236,2,3277.78,47.11
513,168,80,4,3903.34,27.77
514,168,295,2,1677.08,39.23
515,168,208,2,2320.35,41.95
516,169,120,4,2282.18,41.05
517,169,76,3,2390.32,34.02
518,169,110,3,1988.04,22.53
519,169,21,5,4847.52,39.04
520,169,220,1,3877.69,17.05
521,170,223,2,2615.38,17.42
522,170,292,5,3522.54,41.28
523,170,157,5,3491.05,35.95
524,171,183,3,1754.41,49.07
525,171,298,5,2337.23,7.32
526,172,55,1,462.88,48.8
527,172,89,2,4188.63,24.55
528,173,50,3,1219.74,48.56
529,173,202,3,287.52,44.79
530,173,195,4,1654.57,100.0
531,173,256,3,1344.98,38.24
532,173,28,2,3098.43,9.27
533,174,46,1,1720.1,22.89
534,174,114,5,639.37,33.89
535,174,48,3,4542.7,10.63
536,174,122,3,2194.67,20.83
537,174,186,2,2339.45,6.4
538,175,22,2,4357.63,42.02
539,175,30,4,4279.29,1.36
540,175,255,1,4327.01,11.71
541,175,146,2,2656.82,19.38
542,176,105,4,831.73,43.53
543,176,130,3,4112.12,19.74
544,176,156,4,210.41,14.95
545,176,145,4,1427.93,8.0
546,176,65,4,4097.82,49.83
547,177,93,1,3152.91,30.61
548,177,280,1,3619.2,21.02
549,178,220,5,1206.53,45.23
550,178,157,2,1757.01,33.01
551,178,273,2,2123.57,11.43
552,179,23,3,3046.9,9.99
553,179,82,5,2511.15,45.72
554,180,218,5,777.47,23.22
555,180,81,2,3558.34,10.9
556,180,75,4,2042.75,35.81
557,180,93,5,2489.61,25.63
558,181,90,5,498.72,33.9
559,181,227,3,4448.86,1.53
560,181,5,5,3727.76,48.47
561,182,93,1,1929.01,18.33
562,182,292,3,4392.35,25.05
563,182,61,1,820.96,37.14
564,182,231,5,3860.33,42.97
565,182,61,2,2354.35,29.69
566,183,204,4,2214.64,29.23
567,183,261,4,1088.85,45.82
568,183,251,1,3543.39,30.45
569,183,138,2,1540.17,11.89
570,183,14,2,1746.05,33.95
571,184,124,5,4142.83,41.8
572,184,253,4,4708.71,45.18
573,185,296,5,4439.62,38.4
574,186,236,5,4580.4,12.64
575,187,298,4,4709.21,29.81
576,187,222,2,3470.18,36.45
577,188,78,5,1898.52,18.13
578,188,157,1,471.47,12.26
579,188,209,4,1514.96,32.73
580,188,29,5,4005.82,27.85
581,188,9,1,4080.97,23.76
582,189,101,2,4450.79,49.86
583,189,145,5,639.66,37.45
584,189,118,2,4860.66,100.0
585,189,139,3,3501.08,41.83
586,189,26,5,200.91,22.2
587,190,92,2,4217.15,40.66
588,190,33,2,1239.01,41.94
589,191,212,3,2511.93,23.58
590,191,77,4,4807.18,5.35
591,192,25,1,4447.25,21.8
592,192,37,5,1210.9,37.17
593,192,281,5,2346.0,9.8
594,193,219,5,4333.89,0.11
595,193,298,2,333.07,14.83
596,193,210,5,3376.87,14.34
597,193,26,5,3889.96,49.37
598,194,60,5,249.17,39.36
599,194,97,1,4218.11,33.99
600,194,29,2,2263.76,25.53
601,194,251,1,3640.9,45.3
602,194,170,2,4070.85,47.39
603,195,115,5,4142.25,29.95
604,196,278,2,1042.22,16.43
605,196,265,5,4467.79,100.0
606,197,134,5,4851.89,11.57
607,197,158,2,3168.15,2.18
608,198,16,4,4671.19,4.94
609,198,115,5,3350.45,47.73
610,198,285,5,4721.21,7.72
611,199,295,5,2355.19,24.82
612,199,210,1,4458.67,9.69
613,199,128,3,1648.92,23.43
614,199,42,4,3010.22,2.32
615,200,81,1,2675.07,34.3
616,200,168,3,4364.69,29.67
617,200,84,4,4874.45,3.41
618,201,153,3,4508.82,27.93
619,201,123,2,562.33,33.0
620,202,179,1,2592.14,37.51
621,202,86,4,632.24,35.81
622,202,228,1,3533.14,40.06
623,1500,64,1,4981.43,18.45
624,203,190,4,4827.53,17.0
625,203,250,4,3230.87,49.04
626,203,161,1,2052.52,15.43
627,203,271,3,4054.38,7.98
628,204,101,4,3596.24,13.07
629,204,234,3,2230.61,0.26
630,204,287,2,279.65,20.84
631,204,151,4,1746.42,9.7
632,204,188,5,3741.45,16.65
633,205,118,5,3086.71,12.99
634,206,225,3,377.45,28.94
635,206,1,5,4780.7,4.69
636,206,296,5,1382.82,32.13
637,206,38,4,1790.48,29.04
638,206,123,3,599.56,14.19
639,207,238,4,3549.79,21.63
640,207,294,4,4274.62,47.79
641,207,186,4,2689.54,23.24
642,208,270,3,2919.46,34.72
643,209,26,2,4562.14,26.19
644,209,246,3,1802.04,30.31
645,210,236,2,4133.62,44.66
646,210,27,2,4171.65,4.6
647,211,55,3,2291.76,11.68
648,212,257,2,4118.15,47.37
649,212,174,4,2005.33,24.9
650,212,1,1,4844.64,14.17
651,213,86,5,2321.08,24.68
652,214,290,3,1341.73,3.25
653,214,88,1,3987.41,5.8
654,214,208,1,4604.84,38.28
655,214,80,2,3395.91,33.31
656,215,159,2,1612.02,36.12
657,216,20,4,967.81,45.79
658,216,131,5,2358.35,29.36
659,217,85,4,1049.28,21.88
660,217,173,5,2875.5,31.21
661,218,31,2,2335.12,37.66
662,218,20,4,1292.8,38.52
663,218,6,1,826.25,41.11
664,218,84,4,3432.52,9.82
665,219,146,1,1653.56,22.55
666,219,156,3,3953.38,41.29
667,220,138,1,1059.94,40.51
668,220,140,5,4781.36,30.74
669,220,285,1,1563.09,17.5
670,220,208,4,1631.1,9.84
671,221,12,5,2970.33,10.45
672,221,68,2,997.21,8.13
673,222,27,2,889.7,21.78
674,222,83,5,785.76,17.63
675,222,266,3,4683.2,1.8
676,222,237,3,4402.41,41.18
677,223,110,2,4060.9,27.43
678,223,237,4,414.08,6.31
679,223,53,1,3719.14,37.52
680,224,267,3,2676.95,24.81
681,224,102,2,886.11,24.73
682,224,292,3,3960.48,43.75
683,224,196,2,2150.19,9.44
684,225,221,2,1292.56,21.41
685,226,102,4,4193.49,30.89
686,226,195,5,1578.13,45.32
687,227,298,1,1995.25,2.41
688,227,86,1,1017.53,43.17
689,227,111,3,3535.81,1.29
690,228,92,3,3410.86,33.28
691,229,118,1,2712.89,3.99
692,230,28,3,2425.63,8.01
693,230,256,3,2750.46,42.95
694,230,115,4,1784.75,8.7
695,231,167,3,3484.5,32.09
696,231,195,3,2941.62,31.38
697,232,93,2,1891.65,5.11
698,232,80,5,4246.57,48.01
699,233,266,5,626.72,40.38
700,233,197,4,4595.54,45.43
701,233,288,3,1615.91,39.51
702,233,87,3,1614.02,100.0
703,233,88,3,732.24,31.04
704,234,122,5,210.05,8.65
705,235,147,4,2247.46,31.15
706,235,184,4,4590.08,7.5
707,235,35,1,4366.56,20.97
708,236,284,5,660.55,36.12
709,236,186,1,3017.34,1.26
710,237,108,2,1886.94,18.39
711,237,25,3,995.32,22.53
712,237,142,4,4634.97,8.64
713,237,47,2,2809.52,14.88
714,237,172,2,4160.7,40.26
715,238,186,3,817.15,45.86
716,238,290,1,3684.17,43.43
717,238,12,2,4925.31,34.12
718,238,95,4,1575.74,12.89
719,238,84,4,3517.16,15.6
720,239,7,4,1478.95,14.94
721,239,48,1,4231.93,17.57
722,239,149,2,4350.44,6.93
723,240,42,5,414.25,36.33
724,240,247,5,4993.43,14.94
725,240,93,1,2403.78,27.44
726,240,223,3,3969.23,39.95
727,240,144,3,3270.78,9.4
728,241,2,2,1528.28,38.66
729,241,124,2,4092.45,6.31
730,241,253,3,2937.75,29.59
731,242,116,1,1711.71,47.71
732,242,56,3,840.6,37.15
733,243,216,4,2521.89,42.65
734,243,140,2,3863.24,38.26
735,243,11,4,1568.96,29.56
736,243,60,5,4740.5,8.3
737,243,80,1,3980.66,22.09
738,244,104,1,919.96,7.76
739,244,114,5,3590.45,8.77
740,244,225,1,3543.31,15.95
741,244,159,3,2946.69,29.08
742,244,76,5,556.2,13.28
743,245,237,1,1058.98,41.95
744,246,19,2,1646.69,22.71
745,246,149,5,2512.26,36.82
746,246,250,3,2860.57,28.14
747,246,294,3,740.7,12.77
748,246,247,5,3794.84,28.06
749,247,58,4,384.5,38.5
750,247,47,1,3882.38,11.78
751,247,133,3,1025.13,5.3
752,247,50,2,3012.5,17.58
753,248,47,5,4610.42,38.54
754,248,54,2,2053.37,7.34
755,248,138,2,3609.87,19.93
756,248,17,5,3103.62,1.67
757,248,31,3,4755.67,22.02
758,249,203,4,4475.65,28.49
759,249,93,1,4690.5,20.49
760,249,35,2,2899.58,9.2
761,249,179,5,4862.39,37.07
762,249,91,5,2514.33,12.84
763,250,271,4,3239.31,36.21
764,251,156,2,357.12,37.99
765,252,47,3,2702.36,31.22
766,252,37,2,2112.73,30.17
767,252,148,3,3789.95,1.97
768,253,17,5,3184.68,47.08
769,253,118,5,2206.06,45.24
770,1500,141,1,4185.73,20.4
771,254,60,4,4658.37,30.63
772,254,272,3,4178.91,49.31
773,254,19,1,1500.84,7.24
774,254,239,5,1802.64,8.6
775,254,182,2,1095.15,35.01
776,255,214,5,433.84,42.35
777,256,222,4,331.91,39.84
778,257,290,1,4078.99,21.09
779,257,248,1,755.23,22.9
780,258,33,5,4967.32,13.06
781,258,77,1,3112.74,32.48
782,258,127,5,3793.4,25.74
783,258,153,4,1933.99,6.1
784,258,133,4,2895.75,39.67
785,259,216,1,2938.13,19.61
786,259,48,3,2847.49,28.83
787,260,261,3,734.78,4.9
788,260,75,5,1828.44,33.91
789,261,49,2,1362.6,34.86
790,261,120,5,690.76,17.62
791,261,206,5,2256.02,48.83
792,261,51,3,4978.95,36.96
793,262,288,1,3619.63,2.85
794,263,271,1,1635.69,40.09
795,1500,101,5,1230.99,22.38
796,263,254,5,2084.29,19.99
797,263,269,5,3328.44,21.79
798,264,44,3,1063.81,45.79
799,265,218,2,1499.84,25.22
800,266,78,2,1849.52,16.71
801,266,76,4,527.54,6.63
802,267,95,5,739.63,41.29
803,268,7,2,463.99,24.09
804,268,148,1,4307.38,36.95
805,269,14,2,430.65,46.75
806,270,235,5,2785.48,20.72
807,270,169,1,901.44,22.56
808,271,238,4,4894.6,47.15
809,271,141,3,3503.74,6.81
810,271,288,3,4066.64,40.89
811,271,293,2,4119.97,9.11
812,271,245,3,2187.0,38.02
813,272,259,1,3696.72,45.38
814,272,152,1,3899.6,9.45
815,273,128,3,3665.18,2.88
816,273,262,1,1916.9,27.62
817,273,108,1,4229.33,3.8
818,273,266,3,3611.57,30.99
819,274,22,1,4315.63,39.57
820,274,103,4,1202.99,15.18
821,274,135,3,3211.36,43.74
822,275,172,2,4390.72,7.22
823,276,93,3,4740.48,33.22
824,277,105,5,2741.19,30.06
825,277,236,4,3266.77,10.85
826,278,9,2,3421.75,27.8
827,278,111,5,347.48,7.92
