product_id,product_name,category,subcategory,brand,cost_price,selling_price,rating
76,Puma Kitchen,Home,Kitchen,Puma,763.51,896.18,3.9
77,Boat Accessories,Electronics,Accessories,Boat,437.6,544.24,3.7
78,Samsung Fiction,Books,Fiction,Samsung,1943.66,2687.14,4.2
79,Puma Women,Fashion,Women,Puma,2851.12,4653.81,3.5
80,Puma Women,Fashion,Women,Puma,2754.87,4563.22,5.0
81,Hp Mobile,Electronics,Mobile,HP,658.67,1148.15,3.6
82,Sony Comics,Books,Comics,Sony,1003.57,1355.48,3.2
83,Puma Men,Fashion,Men,Puma,285.39,504.23,3.2
84,Hp Education,Books,Education,HP,2978.25,4808.35,4.9
85,Boat Furniture,Home,Furniture,Boat,1315.4,2141.79,4.4
86,Boat Mobile,Electronics,Mobile,Boat,1902.79,2136.16,4.3
87,Puma Decor,Home,Decor,Puma,1646.83,2527.22,4.7
88,Dell Footwear,Fashion,Footwear,Dell,1717.54,2673.45,4.0
89,Puma Accessories,Electronics,Accessories,Puma,1151.17,1931.52,4.6
90,Samsung Men,Fashion,Men,Samsung,1166.84,1856.72,3.9
91,Nike Education,Books,Education,Nike,424.91,600.05,3.1
92,Lg Accessories,Electronics,Accessories,LG,1609.62,2744.4,4.6
93,Hp Education,Books,Education,HP,193.81,223.84,4.1
94,Lenovo Accessories,Electronics,Accessories,Lenovo,1218.96,1540.27,3.2
95,Lenovo Men,Fashion,Men,Lenovo,209.04,273.29,3.8
96,Puma Laptop,Electronics,Laptop,Puma,1574.2,2361.72,4.1
97,Boat Laptop,Electronics,Laptop,Boat,1646.05,2498.54,3.5
98,Samsung Education,Books,Education,Samsung,270.42,462.09,3.8
99,Sony Fiction,Books,Fiction,Sony,1008.14,1447.47,3.4
100,Nike Education,Books,Education,Nike,831.76,1277.37,4.0
101,Samsung Footwear,Fashion,Footwear,Samsung,1461.91,2551.66,3.1
102,Nike Laptop,Electronics,Laptop,Nike,1932.74,2367.44,4.7
103,Sony Mobile,Electronics,Mobile,Sony,268.0,450.18,3.3
104,Sony Decor,Home,Decor,Sony,2840.74,3265.47,4.4
105,Lg Comics,Books,Comics,LG,2359.96,3654.05,3.9
106,Apple Education,Books,Education,Apple,2465.63,3507.64,3.3
107,Nike Furniture,Home,Furniture,Nike,1972.26,2427.1,4.7
108,Samsung Men,Fashion,Men,Samsung,1740.5,3084.76,3.4
109,Nike Kitchen,Home,Kitchen,Nike,1843.64,2601.97,4.1
110,Lenovo Mobile,Electronics,Mobile,Lenovo,110.22,131.7,3.4
111,Apple Kitchen,Home,Kitchen,Apple,992.02,1438.35,3.3
112,Dell Women,Fashion,Women,Dell,1081.2,1291.03,4.6
113,Lg Mobile,Electronics,Mobile,LG,2225.23,3665.12,4.9
114,Boat Education,Books,Education,Boat,2813.72,4444.77,4.4
115,Apple Fiction,Books,Fiction,Apple,2018.42,2836.32,4.4
116,Hp Laptop,Electronics,Laptop,HP,884.08,1013.69,3.4
117,Dell Education,Books,Education,Dell,680.48,977.47,4.7
118,Samsung Furniture,Home,Furniture,Samsung,757.91,1302.66,3.2
119,Lg Decor,Home,Decor,LG,1535.34,1844.62,4.3
120,Sony Fiction,Books,Fiction,Sony,1396.68,2213.29,4.7
121,Hp Men,Fashion,Men,HP,2022.4,2897.35,4.2
122,Lenovo Women,Fashion,Women,Lenovo,1841.0,2177.61,4.1
123,Hp Education,Books,Education,HP,2040.27,3262.16,4.2
124,Samsung Fiction,Books,Fiction,Samsung,830.74,1156.84,3.8
125,Nike Fiction,Books,Fiction,Nike,281.89,478.49,3.6
126,Hp Fiction,Books,Fiction,HP,2825.28,3410.06,4.2
127,Lenovo Education,Books,Education,Lenovo,2893.63,4231.3,3.7
128,Hp Women,Fashion,Women,HP,2519.6,4331.0,4.2
129,Sony Furniture,Home,Furniture,Sony,343.42,398.92,3.5
130,Sony Laptop,Electronics,Laptop,Sony,1187.42,1672.02,3.3
131,Boat Kitchen,Home,Kitchen,Boat,1553.73,1994.38,4.8
132,Boat Men,Fashion,Men,Boat,970.38,1744.83,3.9
133,Dell Fiction,Books,Fiction,Dell,2335.14,3722.48,4.9
134,Sony Footwear,Fashion,Footwear,Sony,2320.74,2830.78,3.8
135,Lg Men,Fashion,Men,LG,102.4,152.21,4.7
136,Boat Laptop,Electronics,Laptop,Boat,2589.38,3951.72,3.7
137,Hp Kitchen,Home,Kitchen,HP,2818.33,3135.23,3.7
138,Sony Kitchen,Home,Kitchen,Sony,2067.45,3425.6,3.9
139,Nike Laptop,Electronics,Laptop,Nike,2575.47,3478.23,3.8
140,Hp Mobile,Electronics,Mobile,HP,1921.44,2818.44,3.8
141,Apple Laptop,Electronics,Laptop,Apple,552.62,783.72,3.8
142,Lg Women,Fashion,Women,LG,910.15,1287.58,3.3
143,Samsung Furniture,Home,Furniture,Samsung,2988.64,4975.63,3.3
144,Dell Education,Books,Education,Dell,655.33,935.7,3.4
145,Sony Accessories,Electronics,Accessories,Sony,961.69,1535.46,3.3
146,Lenovo Laptop,Electronics,Laptop,Lenovo,2241.25,3992.38,4.0
147,Lenovo Laptop,Electronics,Laptop,Lenovo,100.73,122.21,4.7
148,Apple Comics,Books,Comics,Apple,2152.53,3719.42,4.8
149,Samsung Comics,Books,Comics,Samsung,104.34,165.64,3.5
150,Sony Furniture,Home,Furniture,Sony,110.18,161.46,4.4
151,Nike Men,Fashion,Men,Nike,2336.94,3625.38,4.4
152,Apple Men,Fashion,Men,Apple,2708.42,4008.68,4.3
153,Lg Accessories,Electronics,Accessories,LG,2951.71,5003.76,3.3
154,Samsung Accessories,Electronics,Accessories,Samsung,308.62,387.19,3.4
155,Puma Accessories,Electronics,Accessories,Puma,2418.9,3399.85,3.4
156,Hp Mobile,Electronics,Mobile,HP,937.45,1050.5,4.2
157,Nike Comics,Books,Comics,Nike,607.42,948.0,3.1
158,Lenovo Mobile,Electronics,Mobile,Lenovo,2542.24,2955.82,3.6
159,Dell Footwear,Fashion,Footwear,Dell,1289.23,2081.06,4.4
160,Lg Laptop,Electronics,Laptop,LG,762.62,1209.17,3.4
161,Puma Footwear,Fashion,Footwear,Puma,398.22,619.14,3.2
162,Lenovo Laptop,Electronics,Laptop,Lenovo,1048.07,1482.73,3.4
163,Samsung Furniture,Home,Furniture,Samsung,1481.85,1884.6,3.1
164,Sony Furniture,Home,Furniture,Sony,1818.62,2595.01,3.0
165,Apple Fiction,Books,Fiction,Apple,2982.92,5264.85,3.7
166,Dell Fiction,Books,Fiction,Dell,1077.44,1540.19,4.4
167,Sony Kitchen,Home,Kitchen,Sony,2974.14,3965.35,3.8
168,Puma Comics,Books,Comics,Puma,141.15,241.28,3.7
169,Dell Education,Books,Education,Dell,1904.89,3391.95,4.6
170,Sony Fiction,Books,Fiction,Sony,2887.21,3418.17,4.7
171,Sony Comics,Books,Comics,Sony,1325.13,1534.57,3.9
172,Sony Comics,Books,Comics,Sony,1078.02,1938.25,4.6
173,Hp Men,Fashion,Men,HP,1292.9,1469.58,4.5
174,Hp Mobile,Electronics,Mobile,HP,2837.05,3369.88,4.8
175,Apple Accessories,Electronics,Accessories,Apple,209.4,242.21,3.5
176,Puma Comics,Books,Comics,Puma,1690.18,1899.96,3.4
177,Dell Education,Books,Education,Dell,1891.07,3251.71,3.4
178,Hp Kitchen,Home,Kitchen,HP,352.07,514.26,4.5
179,Boat Fiction,Books,Fiction,Boat,2792.75,3254.55,3.0
180,Dell Mobile,Electronics,Mobile,Dell,747.44,1052.65,3.7
181,Nike Laptop,Electronics,Laptop,Nike,2979.1,4539.63,4.0
182,Hp Women,Fashion,Women,HP,782.64,1290.47,3.6
183,Puma Furniture,Home,Furniture,Puma,727.13,1192.2,3.3
184,Puma Furniture,Home,Furniture,Puma,2709.57,4488.54,3.9
185,Apple Kitchen,Home,Kitchen,Apple,2704.77,3145.69,3.7
186,Dell Decor,Home,Decor,Dell,2684.94,4471.24,4.9
187,Boat Men,Fashion,Men,Boat,2005.21,3171.1,3.8
188,Dell Mobile,Electronics,Mobile,Dell,1880.96,2917.1,4.0
189,Nike Decor,Home,Decor,Nike,1767.99,2658.28,3.4
190,Apple Decor,Home,Decor,Apple,954.88,1160.35,4.1
191,Puma Decor,Home,Decor,Puma,205.4,248.3,3.1
192,Hp Fiction,Books,Fiction,HP,902.23,1197.45,4.5
193,Samsung Decor,Home,Decor,Samsung,617.6,1054.96,4.6
194,Hp Comics,Books,Comics,HP,1866.01,2410.18,4.9
195,Apple Mobile,Electronics,Mobile,Apple,1120.03,1302.55,3.4
196,Lenovo Fiction,Books,Fiction,Lenovo,2748.25,3205.71,4.8
197,Puma Women,Fashion,Women,Puma,2247.03,3698.93,3.2
198,Puma Women,Fashion,Women,Puma,1991.02,2916.46,4.3
199,Puma Fiction,Books,Fiction,Puma,562.7,793.54,4.9
200,Puma Footwear,Fashion,Footwear,Puma,2169.58,3459.35,4.5
201,Nike Footwear,Fashion,Footwear,Nike,2796.15,4975.15,3.5
202,Lenovo Education,Books,Education,Lenovo,2634.14,4219.08,4.2
203,Nike Women,Fashion,Women,Nike,2906.38,3543.79,4.1
204,Boat Decor,Home,Decor,Boat,2561.97,3634.5,4.0
205,Lenovo Kitchen,Home,Kitchen,Lenovo,596.58,859.11,3.2
206,Hp Kitchen,Home,Kitchen,HP,738.7,1323.7,4.5
207,Sony Footwear,Fashion,Footwear,Sony,1287.13,2188.85,4.5
208,Sony Furniture,Home,Furniture,Sony,297.72,371.76,4.7
209,Apple Education,Books,Education,Apple,1948.42,2909.18,4.8
210,Hp Comics,Books,Comics,HP,1806.3,2933.69,4.2
211,Apple Men,Fashion,Men,Apple,1305.53,1651.5,3.0
212,Samsung Laptop,Electronics,Laptop,Samsung,1929.71,3312.39,4.4
213,Puma Furniture,Home,Furniture,Puma,1898.72,3301.14,3.4
214,Lenovo Men,Fashion,Men,Lenovo,125.64,156.48,4.6
215,Apple Education,Books,Education,Apple,696.17,1204.57,4.6
216,Puma Decor,Home,Decor,Puma,305.11,410.84,4.1
217,Apple Laptop,Electronics,Laptop,Apple,601.96,945.08,4.4
218,Boat Comics,Books,Comics,Boat,2601.77,3630.61,3.0
219,Dell Mobile,Electronics,Mobile,Dell,1863.71,2184.33,5.0
220,Lenovo Decor,Home,Decor,Lenovo,653.05,1084.43,3.0
221,Dell Men,Fashion,Men,Dell,1882.44,2742.02,4.9
222,Boat Men,Fashion,Men,Boat,214.62,351.72,5.0
223,Sony Education,Books,Education,Sony,806.26,918.59,4.7
224,Boat Footwear,Fashion,Footwear,Boat,2419.01,3174.8,3.4
225,Samsung Women,Fashion,Women,Samsung,1824.43,2720.35,3.4
226,Samsung Footwear,Fashion,Footwear,Samsung,1828.06,3123.67,4.5
227,Dell Women,Fashion,Women,Dell,2382.33,2911.61,3.7
228,Lg Fiction,Books,Fiction,LG,2232.98,2997.74,4.3
229,Lg Decor,Home,Decor,LG,1193.13,1451.26,3.0
230,Nike Men,Fashion,Men,Nike,2403.63,3249.73,3.1
231,Boat Decor,Home,Decor,Boat,1861.06,3001.3,4.0
232,Lenovo Accessories,Electronics,Accessories,Lenovo,416.53,574.59,5.0
233,Hp Laptop,Electronics,Laptop,HP,1390.23,2147.75,5.0
234,Apple Laptop,Electronics,Laptop,Apple,1721.5,2710.6,4.6
235,Lenovo Mobile,Electronics,Mobile,Lenovo,1005.3,1189.84,3.3
236,Samsung Kitchen,Home,Kitchen,Samsung,1532.28,1790.25,3.0
237,Nike Accessories,Electronics,Accessories,Nike,1933.71,3363.62,3.8
238,Hp Decor,Home,Decor,HP,1072.25,1796.22,3.2
239,Sony Decor,Home,Decor,Sony,346.4,575.19,3.9
240,Puma Fiction,Books,Fiction,Puma,2890.71,3909.7,3.2
241,Dell Laptop,Electronics,Laptop,Dell,2635.95,4065.02,4.2
242,Puma Fiction,Books,Fiction,Puma,673.14,1104.78,3.6
243,Lenovo Footwear,Fashion,Footwear,Lenovo,1352.93,2205.14,3.3
244,Apple Kitchen,Home,Kitchen,Apple,406.5,457.19,3.4
245,Puma Decor,Home,Decor,Puma,108.51,177.71,4.5
246,Lg Women,Fashion,Women,LG,933.74,1516.32,4.1
247,Lg Education,Books,Education,LG,2771.44,4547.53,4.9
248,Dell Accessories,Electronics,Accessories,Dell,2241.91,3756.33,3.7
249,Hp Fiction,Books,Fiction,HP,1167.49,1400.23,5.0
250,Puma Accessories,Electronics,Accessories,Puma,2997.85,5385.32,5.0
251,Sony Accessories,Electronics,Accessories,Sony,2092.02,3151.5,3.4
252,Lenovo Education,Books,Education,Lenovo,1877.35,3240.17,3.6
253,Boat Fiction,Books,Fiction,Boat,504.6,571.4,4.8
254,Puma Furniture,Home,Furniture,Puma,894.23,1532.05,3.2
255,Nike Footwear,Fashion,Footwear,Nike,1257.06,1434.58,4.1
256,Lenovo Decor,Home,Decor,Lenovo,159.59,268.38,3.5
257,Puma Mobile,Electronics,Mobile,Puma,2103.85,3151.92,4.7
258,Dell Education,Books,Education,Dell,574.41,671.64,4.6
259,Lenovo Mobile,Electronics,Mobile,Lenovo,2411.82,4193.43,4.4
260,Lenovo Mobile,Electronics,Mobile,Lenovo,225.08,326.9,4.2
261,Nike Education,Books,Education,Nike,1565.98,2228.41,4.9
262,Lg Women,Fashion,Women,LG,688.19,853.7,3.8
263,Puma Laptop,Electronics,Laptop,Puma,1674.87,2362.4,4.8
264,Sony Accessories,Electronics,Accessories,Sony,1827.93,3053.93,4.0
265,Boat Decor,Home,Decor,Boat,762.62,1163.26,3.9
266,Hp Decor,Home,Decor,HP,660.67,945.21,3.4
267,Lg Mobile,Electronics,Mobile,LG,2691.88,4684.22,4.8
268,Sony Comics,Books,Comics,Sony,2489.42,3973.96,4.3
269,Dell Education,Books,Education,Dell,1670.25,2626.25,3.1
270,Dell Mobile,Electronics,Mobile,Dell,1732.96,2913.69,4.9
271,Nike Furniture,Home,Furniture,Nike,519.15,781.21,4.6
272,Hp Furniture,Home,Furniture,HP,2834.4,3546.87,3.4
273,Sony Men,Fashion,Men,Sony,785.71,1049.31,3.9
274,Nike Decor,Home,Decor,Nike,1093.55,1474.67,4.0
275,Apple Furniture,Home,Furniture,Apple,2427.5,2736.45,3.8
276,Puma Accessories,Electronics,Accessories,Puma,579.57,907.94,3.6
277,Dell Men,Fashion,Men,Dell,1863.48,3013.47,4.7
278,Hp Kitchen,Home,Kitchen,HP,327.0,392.22,3.1
279,Lg Mobile,Electronics,Mobile,LG,2810.61,3103.06,4.8
280,Puma Women,Fashion,Women,Puma,2368.3,3969.62,4.1
281,Sony Comics,Books,Comics,Sony,457.48,699.44,3.0
282,Nike Comics,Books,Comics,Nike,579.14,998.46,4.4
283,Samsung Comics,Books,Comics,Samsung,1464.99,1909.75,4.1
284,Hp Women,Fashion,Women,HP,1662.79,2378.87,4.3
285,Dell Footwear,Fashion,Footwear,Dell,1884.51,2073.21,3.1
286,Nike Decor,Home,Decor,Nike,2790.73,3825.1,3.3
287,Boat Laptop,Electronics,Laptop,Boat,2766.69,3672.0,5.0
288,Dell Men,Fashion,Men,Dell,1627.63,2924.27,4.2
289,Nike Comics,Books,Comics,Nike,344.14,579.51,3.8
290,Hp Education,Books,Education,HP,2090.38,3609.12,4.8
291,Nike Decor,Home,Decor,Nike,771.03,1134.14,4.8
292,Lg Men,Fashion,Men,LG,1769.32,2103.32,3.9
293,Dell Men,Fashion,Men,Dell,2417.38,3727.93,5.0
294,Apple Kitchen,Home,Kitchen,Apple,1513.44,1862.22,3.6
295,Sony Accessories,Electronics,Accessories,Sony,1284.24,2082.68,3.4
296,Lg Decor,Home,Decor,LG,1799.13,2695.89,4.5
297,Sony Fiction,Books,Fiction,Sony,2409.5,3007.28,3.1
298,Lg Accessories,Electronics,Accessories,LG,1758.63,2824.55,4.3
299,Puma Furniture,Home,Furniture,Puma,1061.42,1253.5,3.4
300,Sony Decor,Home,Decor,Sony,2941.58,4609.0,3.9
